timestamp,heap_used_mb,rss_mb,fd_count,active_handles,active_requests,history_length,snapshot_count,harvest_count,event_loop_lag_ms,uptime_seconds,history_file_size_mb,audit_file_size_mb,ping_p99_ms,snapshot_latency_p99_ms
2026-06-24T11:19:09.611Z,131.98,259.04,24,2,0,2382,1037,345,1.09,10380,1.19,0.00,1.54,37.08
2026-06-24T11:19:13.291Z,134.19,233.07,25,2,0,2384,0,0,1.27,10320,1.20,0.00,1.50,1.54
2026-06-24T11:20:09.616Z,133.14,260.16,24,2,0,2390,1043,347,1.24,10440,1.20,0.00,1.59,32.73
2026-06-24T11:20:13.293Z,134.06,233.07,25,2,0,2392,0,0,1.29,10380,1.20,0.00,1.47,1.63
2026-06-24T11:21:09.618Z,133.18,260.12,24,2,0,2398,1049,349,1.09,10500,1.20,0.00,7.58,33.07
2026-06-24T11:21:13.297Z,133.92,233.26,25,2,0,2400,0,0,1.10,10440,1.20,0.00,1.50,1.39
2026-06-24T11:22:09.621Z,133.20,260.12,24,2,0,2406,1055,351,1.20,10560,1.20,0.00,1.50,33.32
2026-06-24T11:22:13.303Z,134.56,233.26,25,2,0,2408,0,0,1.31,10500,1.20,0.00,1.55,1.50
2026-06-24T11:23:09.624Z,134.41,261.36,24,2,0,2414,1061,353,1.32,10620,1.21,0.00,1.46,34.02
2026-06-24T11:23:13.304Z,134.47,233.45,25,2,0,2416,0,0,1.27,10560,1.21,0.00,1.52,1.60
2026-06-24T11:24:09.623Z,133.23,260.03,24,2,0,2422,1067,355,1.09,10680,1.21,0.00,1.26,34.26
2026-06-24T11:24:13.306Z,134.35,233.45,25,2,0,2424,0,0,1.18,10620,1.21,0.00,1.52,1.73
2026-06-24T11:25:09.627Z,135.80,260.27,24,2,0,2430,1073,357,1.19,10740,1.21,0.00,1.35,9.11
2026-06-24T11:25:13.307Z,134.23,233.45,25,2,0,2432,0,0,1.29,10680,1.21,0.00,1.19,1.43
2026-06-24T11:26:09.631Z,129.09,255.56,24,2,0,2438,1079,359,1.09,10800,1.21,0.00,4.79,34.15
2026-06-24T11:26:13.313Z,134.04,233.64,25,2,0,2440,0,0,1.22,10740,1.22,0.00,1.41,1.46
2026-06-24T11:27:09.634Z,130.48,259.06,24,2,0,2446,1085,361,1.83,10860,1.22,0.00,1.52,16.85
2026-06-24T11:27:13.316Z,134.69,233.64,25,2,0,2448,0,0,1.11,10800,1.22,0.00,1.52,0.96
2026-06-24T11:28:09.634Z,135.90,260.53,24,2,0,2454,1091,363,1.17,10920,1.22,0.00,1.30,33.72
2026-06-24T11:28:13.318Z,134.56,233.64,25,2,0,2456,0,0,1.09,10860,1.22,0.00,1.18,0.76
2026-06-24T11:29:09.638Z,127.89,254.30,24,2,0,2462,1097,365,1.21,10980,1.22,0.00,1.28,33.45
2026-06-24T11:29:13.322Z,134.44,233.64,25,2,0,2464,0,0,1.25,10921,1.22,0.00,1.25,1.12
2026-06-24T11:30:09.643Z,134.72,261.79,24,2,0,2470,1103,367,1.08,11040,1.23,0.00,7.97,33.65
2026-06-24T11:30:13.323Z,134.31,233.64,25,2,0,2472,0,0,1.14,10981,1.23,0.00,1.55,1.67
2026-06-24T11:31:09.647Z,127.90,254.56,24,2,0,2478,1109,369,1.13,11100,1.23,0.00,34.47,55.97
2026-06-24T11:31:13.328Z,134.93,233.64,25,2,0,2480,0,0,1.19,11041,1.23,0.00,1.53,1.53
2026-06-24T11:32:09.649Z,127.90,255.05,24,2,0,2486,1115,371,1.32,11160,1.23,0.00,1.38,33.62
2026-06-24T11:32:13.330Z,134.84,233.64,25,2,0,2488,0,0,1.16,11101,1.23,0.00,1.51,1.22
2026-06-24T11:33:09.650Z,134.84,262.39,24,2,0,2494,1121,373,1.22,11220,1.23,0.00,1.54,35.21
2026-06-24T11:33:13.332Z,134.72,233.64,25,2,0,2496,0,0,1.15,11161,1.24,0.00,1.51,1.27
2026-06-24T11:34:09.654Z,127.89,255.26,24,2,0,2502,1127,375,1.10,11280,1.24,0.00,1.59,9.39
2026-06-24T11:34:13.333Z,134.59,233.64,25,2,0,2504,0,0,1.28,11221,1.24,0.00,1.54,1.57
2026-06-24T11:35:09.657Z,134.83,263.66,24,2,0,2510,1133,377,1.12,11340,1.24,0.00,1.54,34.57
2026-06-24T11:35:13.333Z,134.43,233.64,25,2,0,2512,0,0,1.21,11281,1.24,0.00,1.43,1.57
2026-06-24T11:36:09.661Z,127.92,256.45,24,2,0,2518,1139,379,1.16,11400,1.24,0.00,1.41,7.74
2026-06-24T11:36:13.339Z,135.05,233.64,25,2,0,2520,0,0,1.18,11341,1.24,0.00,1.53,1.62
2026-06-24T11:37:09.662Z,127.97,256.41,24,2,0,2526,1145,381,1.20,11460,1.25,0.00,1.67,34.77
2026-06-24T11:37:13.341Z,134.92,233.82,25,2,0,2528,0,0,1.20,11401,1.25,0.00,1.47,1.34
2026-06-24T11:38:09.664Z,134.88,264.04,24,2,0,2534,1151,383,1.08,11520,1.25,0.00,1.56,33.70
2026-06-24T11:38:13.344Z,134.80,233.82,25,2,0,2536,0,0,1.17,11461,1.25,0.00,1.49,1.37
2026-06-24T11:39:09.669Z,127.94,256.63,24,2,0,2542,1157,385,1.33,11581,1.25,0.00,1.55,33.82
2026-06-24T11:39:13.347Z,134.67,233.82,25,2,0,2544,0,0,1.23,11521,1.25,0.00,1.58,1.32
2026-06-24T11:40:09.673Z,134.90,263.72,24,2,0,2550,1163,387,1.30,11641,1.25,0.00,1.52,36.10
2026-06-24T11:40:13.350Z,135.30,233.82,25,2,0,2552,0,0,1.40,11581,1.26,0.00,1.22,1.14
2026-06-24T11:41:09.677Z,130.96,259.97,24,2,0,2558,1169,389,1.14,11701,1.26,0.00,1.60,9.42
2026-06-24T11:41:13.355Z,135.21,234.01,25,2,0,2560,0,0,1.16,11641,1.26,0.00,1.54,1.20
2026-06-24T11:42:09.677Z,133.52,263.17,24,2,0,2566,1175,391,1.43,11761,1.26,0.00,9.21,34.84
2026-06-24T11:42:13.355Z,135.08,234.01,25,2,0,2568,0,0,1.09,11701,1.26,0.00,1.59,1.14
2026-06-24T11:43:09.677Z,134.79,264.38,24,2,0,2574,1181,393,1.25,11821,1.26,0.00,1.58,9.19
2026-06-24T11:43:13.358Z,134.95,234.01,25,2,0,2576,0,0,1.28,11761,1.26,0.00,1.48,1.09
2026-06-24T11:44:09.682Z,133.57,263.18,24,2,0,2582,1187,395,1.25,11881,1.27,0.00,1.55,7.23
2026-06-24T11:44:13.360Z,134.81,234.01,25,2,0,2584,0,0,1.13,11821,1.27,0.00,1.60,1.53
2026-06-24T11:45:09.683Z,133.56,263.29,24,2,0,2590,1193,397,1.32,11941,1.27,0.00,2.32,33.72
2026-06-24T11:45:13.364Z,135.43,234.01,25,2,0,2592,0,0,1.13,11881,1.27,0.00,1.52,1.47
2026-06-24T11:46:09.685Z,134.85,264.59,24,2,0,2598,1199,399,1.09,12001,1.27,0.00,1.46,10.25
2026-06-24T11:46:13.367Z,135.30,234.20,25,2,0,2600,0,0,1.20,11941,1.27,0.00,1.56,1.75
2026-06-24T11:47:09.686Z,134.90,264.39,24,2,0,2606,1205,401,1.08,12061,1.27,0.00,1.30,6.37
2026-06-24T11:47:13.369Z,135.18,234.20,25,2,0,2608,0,0,1.08,12001,1.28,0.00,1.22,1.41
2026-06-24T11:48:09.691Z,134.91,264.41,24,2,0,2614,1211,403,1.18,12121,1.28,0.00,1.33,8.69
2026-06-24T11:48:13.371Z,135.05,234.20,25,2,0,2616,0,0,1.18,12061,1.28,0.00,1.27,1.09
2026-06-24T11:49:09.695Z,134.93,264.52,24,2,0,2622,1217,405,1.09,12181,1.28,0.00,1.25,8.03
2026-06-24T11:49:13.370Z,135.69,234.20,25,2,0,2624,0,0,1.08,12121,1.28,0.00,1.60,1.65
2026-06-24T11:50:09.698Z,134.94,264.62,24,2,0,2630,1223,407,1.17,12241,1.28,0.00,1.52,55.00
2026-06-24T11:51:09.700Z,134.97,264.56,24,2,0,2638,1229,409,1.11,12301,1.29,0.00,1.57,9.84
2026-06-24T11:52:09.700Z,135.02,264.63,24,2,0,2646,1235,411,1.26,12361,1.29,0.00,1.31,51.95
2026-06-24T11:53:09.707Z,135.00,264.47,24,2,0,2654,1241,413,1.32,12421,1.29,0.00,1.48,12.25
2026-06-24T11:54:09.711Z,135.04,264.60,24,2,0,2662,1247,415,1.19,12481,1.30,0.00,11.10,32.76
2026-06-24T11:55:09.715Z,135.08,264.46,24,2,0,2670,1253,417,1.18,12541,1.30,0.00,1.47,10.24
2026-06-24T11:56:09.714Z,131.71,262.45,24,2,0,2678,1259,419,1.10,12601,1.30,0.00,1.50,34.13
2026-06-24T11:57:09.717Z,132.60,261.69,24,2,0,2686,1265,421,1.20,12661,1.30,0.00,1.45,10.03
2026-06-24T11:58:09.719Z,128.12,257.46,24,2,0,2694,1271,423,1.08,12721,1.31,0.00,1.51,33.39
2026-06-24T11:59:09.724Z,132.33,264.96,24,2,0,2702,1277,425,1.12,12781,1.31,0.00,1.33,37.38
2026-06-24T12:00:09.728Z,133.46,263.73,24,2,0,2710,1283,427,1.16,12841,1.31,0.00,1.50,10.29
2026-06-24T12:01:09.729Z,133.45,263.86,24,2,0,2718,1289,429,1.29,12901,1.32,0.00,1.58,34.15
2026-06-24T12:02:09.725Z,0,0,0,0,0,2721,1291,430,0,12961,1.32,0.00,1.99,35.01
2026-06-24T12:03:09.730Z,0,0,0,0,0,2721,1291,430,0,13021,1.32,0.00,1.19,0.74
2026-06-24T12:04:09.735Z,0,0,0,0,0,2721,1291,430,0,13081,1.32,0.00,2.46,1.12
2026-06-24T12:05:09.737Z,0,0,0,0,0,2721,1291,430,0,13141,1.32,0.00,0.97,1.15
2026-06-24T12:06:09.738Z,0,0,0,0,0,2721,1291,430,0,13201,1.32,0.00,0.93,1.06
2026-06-24T12:07:09.739Z,0,0,0,0,0,2721,1291,430,0,13261,1.32,0.00,0.99,0.85
2026-06-24T12:08:09.743Z,0,0,0,0,0,2721,1291,430,0,13321,1.32,0.00,1.13,0.74
2026-06-24T12:09:09.745Z,0,0,0,0,0,2721,1291,430,0,13381,1.32,0.00,1.08,0.43
2026-06-24T12:10:09.747Z,0,0,0,0,0,2721,1291,430,0,13441,1.32,0.00,1.05,0.39
2026-06-24T12:11:09.748Z,0,0,0,0,0,2721,1291,430,0,13501,1.32,0.00,1.78,0.87
2026-06-24T12:12:09.753Z,0,0,0,0,0,2721,1291,430,0,13561,1.32,0.00,0.73,0.41
2026-06-24T12:13:09.757Z,0,0,0,0,0,2721,1291,430,0,13621,1.32,0.00,1.06,0.47
2026-06-24T12:14:09.761Z,0,0,0,0,0,2721,1291,430,0,13681,1.32,0.00,0.91,0.76
2026-06-24T12:15:09.762Z,0,0,0,0,0,2721,1291,430,0,13741,1.32,0.00,1.43,0.97
2026-06-24T12:16:09.763Z,0,0,0,0,0,2721,1291,430,0,13801,1.32,0.00,0.82,0.58
2026-06-24T12:17:09.767Z,0,0,0,0,0,2721,1291,430,0,13861,1.32,0.00,1.03,0.45
2026-06-24T12:18:09.772Z,0,0,0,0,0,2721,1291,430,0,13921,1.32,0.00,0.93,0.95
2026-06-24T12:19:09.773Z,0,0,0,0,0,2721,1291,430,0,13981,1.32,0.00,1.01,0.93
2026-06-24T12:20:09.773Z,0,0,0,0,0,2721,1291,430,0,14041,1.32,0.00,2.60,0.79
2026-06-24T12:21:09.774Z,0,0,0,0,0,2721,1291,430,0,14101,1.32,0.00,1.10,0.48
2026-06-24T12:22:09.778Z,0,0,0,0,0,2721,1291,430,0,14161,1.32,0.00,1.05,0.48
2026-06-24T12:23:09.782Z,0,0,0,0,0,2721,1291,430,0,14221,1.32,0.00,0.78,0.44
2026-06-24T12:24:09.784Z,0,0,0,0,0,2721,1291,430,0,14281,1.32,0.00,0.94,0.91
2026-06-24T12:25:09.785Z,0,0,0,0,0,2721,1291,430,0,14341,1.32,0.00,0.73,0.43
2026-06-24T12:26:09.790Z,0,0,0,0,0,2721,1291,430,0,14401,1.32,0.00,1.24,0.58
2026-06-24T12:27:09.794Z,0,0,0,0,0,2721,1291,430,0,14461,1.32,0.00,1.08,0.45
2026-06-24T12:28:09.796Z,0,0,0,0,0,2721,1291,430,0,14521,1.32,0.00,1.05,0.98
2026-06-24T12:29:09.800Z,0,0,0,0,0,2721,1291,430,0,14581,1.32,0.00,1.52,0.91
2026-06-24T12:30:09.799Z,0,0,0,0,0,2721,1291,430,0,14641,1.32,0.00,1.09,0.66
2026-06-24T12:31:09.804Z,0,0,0,0,0,2721,1291,430,0,14701,1.32,0.00,1.16,0.97
2026-06-24T12:32:09.807Z,0,0,0,0,0,2721,1291,430,0,14761,1.32,0.00,1.03,0.91
2026-06-24T12:33:09.811Z,0,0,0,0,0,2721,1291,430,0,14821,1.32,0.00,1.40,0.86
2026-06-24T12:34:09.812Z,0,0,0,0,0,2721,1291,430,0,14881,1.32,0.00,1.03,0.68
2026-06-24T12:35:09.812Z,0,0,0,0,0,2721,1291,430,0,14941,1.32,0.00,1.87,1.01
2026-06-24T12:36:09.817Z,0,0,0,0,0,2721,1291,430,0,15001,1.32,0.00,1.03,0.97
2026-06-24T12:37:09.820Z,0,0,0,0,0,2721,1291,430,0,15061,1.32,0.00,1.03,0.79
2026-06-24T12:38:09.822Z,0,0,0,0,0,2721,1291,430,0,15121,1.32,0.00,1.04,0.81
2026-06-24T12:39:09.822Z,0,0,0,0,0,2721,1291,430,0,15181,1.32,0.00,1.21,1.00
2026-06-24T12:40:09.826Z,0,0,0,0,0,2721,1291,430,0,15241,1.32,0.00,0.95,0.49
2026-06-24T12:41:09.830Z,0,0,0,0,0,2721,1291,430,0,15301,1.32,0.00,1.11,0.37
2026-06-24T12:42:09.831Z,0,0,0,0,0,2721,1291,430,0,15361,1.32,0.00,0.94,0.35
2026-06-24T12:43:09.832Z,0,0,0,0,0,2721,1291,430,0,15421,1.32,0.00,0.98,0.91
2026-06-24T12:44:09.833Z,0,0,0,0,0,2721,1291,430,0,15481,1.32,0.00,0.92,0.52
2026-06-24T12:45:09.838Z,0,0,0,0,0,2721,1291,430,0,15541,1.32,0.00,0.94,0.91
2026-06-24T12:46:09.840Z,0,0,0,0,0,2721,1291,430,0,15601,1.32,0.00,1.11,0.44
2026-06-24T12:47:09.845Z,0,0,0,0,0,2721,1291,430,0,15661,1.32,0.00,0.98,1.53
2026-06-24T12:48:09.844Z,0,0,0,0,0,2721,1291,430,0,15721,1.32,0.00,1.98,1.00
2026-06-24T12:49:09.844Z,0,0,0,0,0,2721,1291,430,0,15781,1.32,0.00,1.72,1.04
2026-06-24T12:50:09.847Z,0,0,0,0,0,2721,1291,430,0,15841,1.32,0.00,1.58,1.04
2026-06-24T12:51:09.850Z,0,0,0,0,0,2721,1291,430,0,15901,1.32,0.00,1.17,0.94
2026-06-24T12:52:09.853Z,0,0,0,0,0,2721,1291,430,0,15961,1.32,0.00,1.22,0.89
2026-06-24T12:53:09.853Z,0,0,0,0,0,2721,1291,430,0,16021,1.32,0.00,0.99,1.04
2026-06-24T12:54:09.858Z,0,0,0,0,0,2721,1291,430,0,16081,1.32,0.00,1.57,0.52
2026-06-24T12:55:09.862Z,0,0,0,0,0,2721,1291,430,0,16141,1.32,0.00,1.06,0.91
2026-06-24T12:56:09.863Z,0,0,0,0,0,2721,1291,430,0,16201,1.32,0.00,1.87,0.88
2026-06-24T12:57:09.866Z,0,0,0,0,0,2721,1291,430,0,16261,1.32,0.00,1.01,0.41
2026-06-24T12:58:09.866Z,0,0,0,0,0,2721,1291,430,0,16321,1.32,0.00,1.04,0.97
2026-06-24T12:59:09.872Z,0,0,0,0,0,2721,1291,430,0,16381,1.32,0.00,2.01,1.03
2026-06-24T13:00:09.876Z,0,0,0,0,0,2721,1291,430,0,16441,1.32,0.00,1.67,0.92
2026-06-24T13:01:09.879Z,0,0,0,0,0,2721,1291,430,0,16501,1.32,0.00,1.85,0.80
2026-06-24T13:02:09.879Z,0,0,0,0,0,2721,1291,430,0,16561,1.32,0.00,2.21,0.97
2026-06-24T13:03:09.882Z,0,0,0,0,0,2721,1291,430,0,16621,1.32,0.00,1.28,0.63
2026-06-24T13:04:09.888Z,0,0,0,0,0,2721,1291,430,0,16681,1.32,0.00,1.94,0.93
2026-06-24T13:05:09.890Z,0,0,0,0,0,2721,1291,430,0,16741,1.32,0.00,1.05,0.95
2026-06-24T13:06:09.892Z,0,0,0,0,0,2721,1291,430,0,16801,1.32,0.00,1.47,1.29
2026-06-24T13:07:09.892Z,0,0,0,0,0,2721,1291,430,0,16861,1.32,0.00,1.06,2.10
2026-06-24T13:08:09.897Z,0,0,0,0,0,2721,1291,430,0,16921,1.32,0.00,1.62,0.99
2026-06-24T13:09:09.897Z,0,0,0,0,0,2721,1291,430,0,16981,1.32,0.00,1.72,0.89
2026-06-24T13:10:09.901Z,0,0,0,0,0,2721,1291,430,0,17041,1.32,0.00,1.72,1.01
2026-06-24T13:11:09.902Z,0,0,0,0,0,2721,1291,430,0,17101,1.32,0.00,1.50,0.87
2026-06-24T13:12:09.904Z,0,0,0,0,0,2721,1291,430,0,17161,1.32,0.00,2.18,1.06
2026-06-24T13:13:09.909Z,0,0,0,0,0,2721,1291,430,0,17221,1.32,0.00,2.01,1.01
2026-06-24T13:14:09.910Z,0,0,0,0,0,2721,1291,430,0,17281,1.32,0.00,1.78,0.99
2026-06-24T13:15:09.912Z,0,0,0,0,0,2721,1291,430,0,17341,1.32,0.00,2.00,0.84
2026-06-24T13:16:09.912Z,0,0,0,0,0,2721,1291,430,0,17401,1.32,0.00,1.05,1.01
2026-06-24T13:17:09.916Z,0,0,0,0,0,2721,1291,430,0,17461,1.32,0.00,1.03,1.02
2026-06-24T13:18:09.922Z,0,0,0,0,0,2721,1291,430,0,17521,1.32,0.00,1.96,1.01
2026-06-24T13:19:09.925Z,0,0,0,0,0,2721,1291,430,0,17581,1.32,0.00,1.25,0.98
2026-06-24T13:20:09.925Z,0,0,0,0,0,2721,1291,430,0,17641,1.32,0.00,1.01,0.95
2026-06-24T13:21:09.929Z,0,0,0,0,0,2721,1291,430,0,17701,1.32,0.00,0.94,0.72
2026-06-24T13:22:09.932Z,0,0,0,0,0,2721,1291,430,0,17761,1.32,0.00,0.95,0.45
2026-06-24T13:23:09.935Z,0,0,0,0,0,2721,1291,430,0,17821,1.32,0.00,0.80,0.52
2026-06-24T13:24:09.936Z,0,0,0,0,0,2721,1291,430,0,17881,1.32,0.00,0.93,0.88
2026-06-24T13:25:09.938Z,0,0,0,0,0,2721,1291,430,0,17941,1.32,0.00,0.92,0.70
2026-06-24T13:26:09.942Z,0,0,0,0,0,2721,1291,430,0,18001,1.32,0.00,1.37,0.85
2026-06-24T13:27:09.946Z,0,0,0,0,0,2721,1291,430,0,18061,1.32,0.00,1.49,0.44
2026-06-24T13:28:09.949Z,0,0,0,0,0,2721,1291,430,0,18121,1.32,0.00,1.01,0.69
2026-06-24T13:29:09.951Z,0,0,0,0,0,2721,1291,430,0,18181,1.32,0.00,0.94,0.71
2026-06-24T13:30:09.954Z,0,0,0,0,0,2721,1291,430,0,18241,1.32,0.00,2.31,0.74
2026-06-24T13:31:09.959Z,0,0,0,0,0,2721,1291,430,0,18301,1.32,0.00,1.83,0.40
2026-06-24T13:32:09.961Z,0,0,0,0,0,2721,1291,430,0,18361,1.32,0.00,0.92,0.91
2026-06-24T13:33:09.962Z,0,0,0,0,0,2721,1291,430,0,18421,1.32,0.00,0.64,0.38
2026-06-24T13:34:09.964Z,0,0,0,0,0,2721,1291,430,0,18481,1.32,0.00,0.93,0.89
2026-06-24T13:35:09.967Z,0,0,0,0,0,2721,1291,430,0,18541,1.32,0.00,0.95,0.82
2026-06-24T13:36:09.972Z,0,0,0,0,0,2721,1291,430,0,18601,1.32,0.00,0.89,0.58
2026-06-24T13:37:09.977Z,0,0,0,0,0,2721,1291,430,0,18661,1.32,0.00,1.83,0.87
2026-06-24T13:38:09.977Z,0,0,0,0,0,2721,1291,430,0,18721,1.32,0.00,1.10,0.87
2026-06-24T13:39:09.979Z,0,0,0,0,0,2721,1291,430,0,18781,1.32,0.00,1.63,0.90
2026-06-24T13:40:09.982Z,0,0,0,0,0,2721,1291,430,0,18841,1.32,0.00,0.94,0.73
2026-06-24T13:41:09.986Z,0,0,0,0,0,2721,1291,430,0,18901,1.32,0.00,0.95,0.93
2026-06-24T13:42:09.987Z,0,0,0,0,0,2721,1291,430,0,18961,1.32,0.00,2.05,0.49
2026-06-24T13:43:09.988Z,0,0,0,0,0,2721,1291,430,0,19021,1.32,0.00,0.95,0.92
2026-06-24T13:44:09.993Z,0,0,0,0,0,2721,1291,430,0,19081,1.32,0.00,0.97,0.74
2026-06-24T13:45:09.997Z,0,0,0,0,0,2721,1291,430,0,19141,1.32,0.00,0.96,0.98
2026-06-24T13:46:09.999Z,0,0,0,0,0,2721,1291,430,0,19201,1.32,0.00,0.99,1.09
2026-06-24T13:47:10.001Z,0,0,0,0,0,2721,1291,430,0,19261,1.32,0.00,1.30,0.92
2026-06-24T13:48:10.002Z,0,0,0,0,0,2721,1291,430,0,19321,1.32,0.00,0.94,0.92
2026-06-24T13:49:10.007Z,0,0,0,0,0,2721,1291,430,0,19381,1.32,0.00,1.01,0.89
2026-06-24T13:50:10.010Z,0,0,0,0,0,2721,1291,430,0,19441,1.32,0.00,0.96,0.72
2026-06-24T13:51:10.013Z,0,0,0,0,0,2721,1291,430,0,19501,1.32,0.00,0.97,0.99
2026-06-24T13:52:10.013Z,0,0,0,0,0,2721,1291,430,0,19561,1.32,0.00,1.10,0.96
2026-06-24T13:53:10.018Z,0,0,0,0,0,2721,1291,430,0,19621,1.32,0.00,2.18,0.91
2026-06-24T13:54:10.022Z,0,0,0,0,0,2721,1291,430,0,19681,1.32,0.00,1.19,0.58
2026-06-24T13:55:10.027Z,0,0,0,0,0,2721,1291,430,0,19741,1.32,0.00,1.00,1.16
2026-06-24T13:56:10.028Z,0,0,0,0,0,2721,1291,430,0,19801,1.32,0.00,0.95,0.88
2026-06-24T13:57:10.029Z,0,0,0,0,0,2721,1291,430,0,19861,1.32,0.00,1.01,1.01
2026-06-24T13:58:10.033Z,0,0,0,0,0,2721,1291,430,0,19921,1.32,0.00,1.00,0.86
2026-06-24T13:59:10.038Z,0,0,0,0,0,2721,1291,430,0,19981,1.32,0.00,1.00,0.87
2026-06-24T14:00:10.041Z,0,0,0,0,0,2721,1291,430,0,20041,1.32,0.00,0.99,0.68
2026-06-24T14:01:10.043Z,0,0,0,0,0,2721,1291,430,0,20101,1.32,0.00,0.96,0.89
2026-06-24T14:02:10.043Z,0,0,0,0,0,2721,1291,430,0,20161,1.32,0.00,1.00,0.54
2026-06-24T14:03:10.048Z,0,0,0,0,0,2721,1291,430,0,20221,1.32,0.00,0.99,0.78
2026-06-24T14:04:10.051Z,0,0,0,0,0,2721,1291,430,0,20281,1.32,0.00,0.90,0.77
2026-06-24T14:05:10.052Z,0,0,0,0,0,2721,1291,430,0,20341,1.32,0.00,0.88,0.43
2026-06-24T14:06:10.054Z,0,0,0,0,0,2721,1291,430,0,20401,1.32,0.00,0.90,0.82
2026-06-24T14:07:10.059Z,0,0,0,0,0,2721,1291,430,0,20461,1.32,0.00,0.99,0.98
2026-06-24T14:08:10.064Z,0,0,0,0,0,2721,1291,430,0,20521,1.32,0.00,0.89,0.44
2026-06-24T14:09:10.065Z,0,0,0,0,0,2721,1291,430,0,20581,1.32,0.00,0.89,0.77
2026-06-24T14:10:10.067Z,0,0,0,0,0,2721,1291,430,0,20641,1.32,0.00,1.39,0.90
2026-06-24T14:11:10.068Z,0,0,0,0,0,2721,1291,430,0,20701,1.32,0.00,0.67,0.53
2026-06-24T14:12:10.072Z,0,0,0,0,0,2721,1291,430,0,20761,1.32,0.00,0.83,0.81
2026-06-24T14:13:10.075Z,0,0,0,0,0,2721,1291,430,0,20821,1.32,0.00,0.95,0.86
2026-06-24T14:14:10.079Z,0,0,0,0,0,2721,1291,430,0,20881,1.32,0.00,0.88,0.55
2026-06-24T14:15:10.079Z,0,0,0,0,0,2721,1291,430,0,20941,1.32,0.00,0.90,0.92
2026-06-24T14:16:10.081Z,0,0,0,0,0,2721,1291,430,0,21001,1.32,0.00,0.93,0.75
2026-06-24T14:17:10.086Z,0,0,0,0,0,2721,1291,430,0,21061,1.32,0.00,1.15,0.96
2026-06-24T14:18:10.086Z,0,0,0,0,0,2721,1291,430,0,21121,1.32,0.00,1.81,0.71
2026-06-24T14:19:10.087Z,0,0,0,0,0,2721,1291,430,0,21181,1.32,0.00,2.00,0.92
2026-06-24T14:20:10.090Z,0,0,0,0,0,2721,1291,430,0,21241,1.32,0.00,0.99,0.97
2026-06-24T14:21:10.094Z,0,0,0,0,0,2721,1291,430,0,21301,1.32,0.00,1.36,0.90
2026-06-24T14:22:10.099Z,0,0,0,0,0,2721,1291,430,0,21361,1.32,0.00,0.96,0.91
2026-06-24T14:23:10.102Z,0,0,0,0,0,2721,1291,430,0,21421,1.32,0.00,0.97,0.63
2026-06-24T14:24:10.102Z,0,0,0,0,0,2721,1291,430,0,21481,1.32,0.00,0.99,0.87
2026-06-24T14:25:10.105Z,0,0,0,0,0,2721,1291,430,0,21541,1.32,0.00,1.03,0.82
2026-06-24T14:26:10.107Z,0,0,0,0,0,2721,1291,430,0,21601,1.32,0.00,0.97,0.91
2026-06-24T14:27:10.111Z,0,0,0,0,0,2721,1291,430,0,21661,1.32,0.00,1.00,1.00
2026-06-24T14:28:10.112Z,0,0,0,0,0,2721,1291,430,0,21721,1.32,0.00,0.98,0.56
2026-06-24T14:29:10.113Z,0,0,0,0,0,2721,1291,430,0,21781,1.32,0.00,1.01,0.91
2026-06-24T14:30:10.118Z,0,0,0,0,0,2721,1291,430,0,21841,1.32,0.00,0.92,0.96
2026-06-24T14:31:10.123Z,0,0,0,0,0,2721,1291,430,0,21901,1.32,0.00,0.99,1.00
2026-06-24T14:32:10.126Z,0,0,0,0,0,2721,1291,430,0,21961,1.32,0.00,0.84,0.85
2026-06-24T14:33:10.129Z,0,0,0,0,0,2721,1291,430,0,22021,1.32,0.00,0.95,0.84
2026-06-24T14:34:10.130Z,0,0,0,0,0,2721,1291,430,0,22081,1.32,0.00,0.98,0.87
2026-06-24T14:35:10.134Z,0,0,0,0,0,2721,1291,430,0,22141,1.32,0.00,0.94,0.95
2026-06-24T14:36:10.136Z,0,0,0,0,0,2721,1291,430,0,22201,1.32,0.00,0.95,0.92
2026-06-24T14:37:10.139Z,0,0,0,0,0,2721,1291,430,0,22261,1.32,0.00,0.93,0.81
2026-06-24T14:38:10.141Z,0,0,0,0,0,2721,1291,430,0,22321,1.32,0.00,0.94,0.74
2026-06-24T14:39:10.141Z,0,0,0,0,0,2721,1291,430,0,22381,1.32,0.00,0.95,0.93
2026-06-24T14:40:10.146Z,0,0,0,0,0,2721,1291,430,0,22441,1.32,0.00,0.95,0.96
2026-06-24T14:41:10.148Z,0,0,0,0,0,2721,1291,430,0,22501,1.32,0.00,0.94,0.91
2026-06-24T14:42:10.152Z,0,0,0,0,0,2721,1291,430,0,22561,1.32,0.00,0.94,0.86
2026-06-24T14:43:10.151Z,0,0,0,0,0,2721,1291,430,0,22621,1.32,0.00,0.93,0.82
2026-06-24T14:44:10.156Z,0,0,0,0,0,2721,1291,430,0,22681,1.32,0.00,0.94,0.66
2026-06-24T14:45:10.160Z,0,0,0,0,0,2721,1291,430,0,22741,1.32,0.00,0.93,0.93
2026-06-24T14:46:10.162Z,0,0,0,0,0,2721,1291,430,0,22801,1.32,0.00,0.93,0.91
2026-06-24T14:47:10.164Z,0,0,0,0,0,2721,1291,430,0,22861,1.32,0.00,1.81,0.85
